,AccountID,User,Report,Contact,Planner,Analitic,Handbook,UserGroup,WorkSpace,CrmTemplate,Process_Task,TaskTemplate,TaskFilter_CRM,HandbookEntries,ProjectTemplate,TaskFilter_Task,CustomField_Task,TaskFilter_Project,EmailFileAttachment,TaskCustomField_AnaliticTotal,Trigger,RobotUser,TaskStatus,EmailFilter,EmailGenericInbox,Zapier,AccessByIP,MobileApp,CustomField_Project,MacrosButtons,CustomField_CRM,Integration_Maps,Telephony,TechAdmin,CustomGroupField_Task,TaskCustomField_SubtasksSum,FileTemplate,PlannerSchedule,Process_Contact,ActiveContact,WorkSpaceLogo,CustomGroupField_CRM,TaskCustomField_Formula,ContactAccessToCompanyTasks,Integration_OpenAI,Integration_Fb,Orgtree,Integration_Telegram,TelegramGroupChat,Integration_Viber,EmailSmtp,EmailTemplate,Lang_Ru,Lang_En,Lang_Uk,Integration_TelegramBot,CustomGroupField_Project,MindMap,EmailSignature,QuickResponse,Integration_WhatsApp,Integration_Instagram,ReportSave,VoiceMessage,GoogleCalendar,ReportExportTemplate,Lang_Ro,TwoStepAuth,Integration_WebChat,Integration_Chatra,Integration_Vk,BelarusTaxPortalIntegration,AutocompleteIntegrationBilling,GoogleContacts,ScheduledReport,TaskObject,Lang_Pl,Integration_Avito,Integration_Twilio,Lang_De,DadataIntegration
77,311058,1.0,9.0,1.0,3.0,1.0,1.0,1.0,,2.0,,1.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,311060,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,311078,2.0,15.0,8.0,,3.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,311082,1.0,11.0,2.0,,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,311096,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,311100,1.0,11.0,4.0,,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,311104,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,311120,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,311122,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,311126,5.0,15.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,50.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,311130,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,311134,1.0,11.0,3.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,311144,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,311150,1.0,11.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,311152,1.0,11.0,698.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,311156,3.0,12.0,1.0,4.0,1.0,4.0,5.0,1.0,2.0,,3.0,1.0,5.0,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,311200,1.0,17.0,1.0,6.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,,7.0,4.0,,1.0,1.0,10.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,311206,3.0,11.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,311216,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,311220,1.0,11.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,311230,1.0,11.0,1.0,6.0,1.0,,3.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,311234,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,311240,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,311244,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,311252,1.0,11.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,311256,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,311264,,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,311266,,12.0,1.0,4.0,3.0,3.0,1.0,,2.0,2.0,4.0,2.0,8.0,,1.0,11.0,,1.0,1.0,7.0,1.0,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,311268,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,311290,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,311296,1.0,11.0,2.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,311300,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,311302,1.0,11.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,311308,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,311312,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,311318,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,311320,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,311324,1.0,16.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,311328,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,1.0,2.0,2.0,,,1.0,3.0,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,311334,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,311340,1.0,21.0,1.0,6.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,50.0,,7.0,4.0,,1.0,1.0,10.0,1.0,28.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,311344,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,311348,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,311352,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,311362,10.0,11.0,1.0,13.0,1.0,,8.0,3.0,2.0,4.0,8.0,2.0,,,2.0,5.0,,1.0,,5.0,4.0,16.0,,,,,6.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,311364,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,311372,4.0,11.0,1.0,4.0,1.0,,4.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,311378,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,311382,1.0,17.0,11.0,16.0,6.0,8.0,4.0,3.0,5.0,7.0,25.0,9.0,26.0,,8.0,24.0,,1.0,,13.0,2.0,24.0,,,,,,,,6.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,311392,3.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,311396,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,311408,4.0,14.0,3.0,9.0,3.0,2.0,9.0,2.0,2.0,,3.0,2.0,12.0,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,311410,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,311430,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,311432,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,311440,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,311442,,11.0,3.0,4.0,1.0,3.0,1.0,,2.0,1.0,2.0,2.0,5.0,,1.0,18.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,311444,1.0,18.0,2.0,6.0,1.0,,1.0,,2.0,,2.0,4.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,311446,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,311454,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,311472,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,311476,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,311478,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,311492,2.0,11.0,1.0,4.0,1.0,,2.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,311494,2.0,11.0,1.0,7.0,1.0,,3.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,311498,5.0,15.0,426.0,7.0,7.0,3.0,16.0,2.0,3.0,3.0,15.0,4.0,6.0,,13.0,11.0,,1.0,4.0,6.0,1.0,14.0,1.0,1.0,,,,,3.0,14.0,,1.0,,,,,,,,,,2.0,,,2.0,4.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,311506,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,311524,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,311528,1.0,11.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,311534,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,311544,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,311564,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,311574,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,311578,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,311584,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,311588,2.0,11.0,1.0,6.0,2.0,4.0,7.0,3.0,2.0,3.0,6.0,2.0,7.0,,6.0,30.0,,1.0,4.0,13.0,2.0,10.0,,,,,,,3.0,,,,,2.0,6.0,,,,,,,8.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,311592,3.0,18.0,2.0,9.0,2.0,3.0,2.0,2.0,4.0,2.0,7.0,5.0,251.0,,6.0,12.0,,1.0,1.0,25.0,2.0,14.0,1.0,1.0,,,,,4.0,14.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,311596,9.0,11.0,7.0,20.0,7.0,23.0,13.0,1.0,3.0,6.0,16.0,56.0,412.0,,49.0,40.0,,1.0,8.0,58.0,2.0,12.0,2.0,1.0,,,,,2.0,42.0,,,,1.0,,,,1.0,,,2.0,4.0,,,1.0,5.0,,,1.0,,,1.0,,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,311608,1.0,15.0,43.0,4.0,3.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156,311616,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,311620,1.0,16.0,1.0,8.0,3.0,1.0,2.0,,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,311632,2.0,11.0,1.0,8.0,1.0,,1.0,2.0,2.0,,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,311634,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160,311638,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,311648,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,311650,2.0,11.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
163,311652,1.0,11.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
164,311672,2.0,18.0,2.0,6.0,1.0,,2.0,,4.0,,2.0,4.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,311674,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166,311678,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,311684,1.0,16.0,3.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,33.0,4.0,4.0,2.0,17.0,5.0,3.0,1.0,2.0,,,,,,,,,6.0,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
168,311702,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,311716,1.0,11.0,203.0,4.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,5.0,,,,,,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
170,311730,9.0,11.0,59.0,17.0,7.0,30.0,15.0,4.0,5.0,5.0,17.0,57.0,193.0,,105.0,54.0,,1.0,8.0,61.0,2.0,23.0,4.0,2.0,,,,,4.0,62.0,,,,1.0,,,,1.0,,,2.0,8.0,,,4.0,4.0,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,311732,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,311750,2.0,16.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,311770,2.0,9.0,4.0,7.0,1.0,,1.0,,2.0,,1.0,8.0,,3.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,311774,1.0,11.0,186.0,4.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,311776,1.0,11.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176,311788,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177,311802,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,311820,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,311836,1.0,13.0,2.0,4.0,3.0,1.0,4.0,,2.0,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,,4.0,,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,311858,3.0,11.0,3.0,4.0,1.0,,4.0,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,311862,1.0,9.0,1.0,3.0,1.0,,1.0,,2.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
