,AccountID,User,Report,Contact,Planner,Analitic,Handbook,UserGroup,WorkSpace,CrmTemplate,Process_Task,TaskTemplate,TaskFilter_CRM,HandbookEntries,ProjectTemplate,TaskFilter_Task,CustomField_Task,TaskFilter_Project,EmailFileAttachment,TaskCustomField_AnaliticTotal,Trigger,RobotUser,TaskStatus,EmailFilter,EmailGenericInbox,Zapier,AccessByIP,MobileApp,CustomField_Project,MacrosButtons,CustomField_CRM,Integration_Maps,Telephony,TechAdmin,CustomGroupField_Task,TaskCustomField_SubtasksSum,FileTemplate,PlannerSchedule,Process_Contact,ActiveContact,WorkSpaceLogo,CustomGroupField_CRM,TaskCustomField_Formula,ContactAccessToCompanyTasks,Integration_OpenAI,Integration_Fb,Orgtree,Integration_Telegram,TelegramGroupChat,Integration_Viber,EmailSmtp,EmailTemplate,Lang_Ru,Lang_En,Lang_Uk,Integration_TelegramBot,CustomGroupField_Project,MindMap,EmailSignature,QuickResponse,Integration_WhatsApp,Integration_Instagram,ReportSave,VoiceMessage,GoogleCalendar,ReportExportTemplate,Lang_Ro,TwoStepAuth,Integration_WebChat,Integration_Chatra,Integration_Vk,BelarusTaxPortalIntegration,AutocompleteIntegrationBilling,GoogleContacts,ScheduledReport,TaskObject,Lang_Pl,Integration_Avito,Integration_Twilio,Lang_De,DadataIntegration
1501,319878,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,319880,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,319882,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,319886,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,319888,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,319894,1.0,13.0,1.0,5.0,1.0,,1.0,,2.0,1.0,2.0,2.0,,,1.0,4.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,319898,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,319900,3.0,11.0,1.0,4.0,1.0,,2.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,319902,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,319904,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,319906,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,319912,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,319914,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,319916,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,319920,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,319922,,19.0,3.0,9.0,9.0,7.0,8.0,2.0,4.0,8.0,18.0,3.0,4.0,,4.0,29.0,,1.0,2.0,17.0,3.0,9.0,,,,,,,9.0,8.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
1517,319928,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,319936,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,319940,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,319942,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,319944,7.0,11.0,1.0,4.0,1.0,,7.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,319946,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,319950,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,319956,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,319958,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,319970,1.0,14.0,5.0,15.0,8.0,21.0,3.0,1.0,3.0,3.0,5.0,45.0,412.0,,31.0,41.0,,1.0,9.0,58.0,3.0,11.0,2.0,1.0,,,,,7.0,50.0,,,,1.0,,,,1.0,,,2.0,5.0,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1527,319978,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,319984,2.0,15.0,8.0,5.0,2.0,2.0,3.0,1.0,2.0,,1.0,2.0,50.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1529,319986,2.0,11.0,8.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,319994,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,319996,1.0,16.0,1.0,8.0,3.0,1.0,1.0,1.0,2.0,,2.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,320000,1.0,11.0,1.0,6.0,1.0,,1.0,,2.0,,3.0,2.0,,,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,320006,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,320008,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,320022,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,320042,,11.0,1.0,5.0,1.0,3.0,1.0,,3.0,1.0,3.0,2.0,156.0,,1.0,31.0,,1.0,,48.0,,2.0,,,,,,,8.0,7.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,320048,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,320054,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,320058,1.0,20.0,1.0,8.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,50.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,320076,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,320104,2.0,17.0,1.0,6.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,3.0,3.0,,7.0,4.0,,1.0,1.0,10.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,320112,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,320128,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,320132,1.0,16.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,320136,2.0,11.0,2.0,6.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,320138,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,320142,2.0,11.0,1.0,4.0,1.0,,4.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,320144,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,320160,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,320170,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,320178,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,320186,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,320196,,14.0,,9.0,6.0,,1.0,3.0,4.0,3.0,22.0,21.0,27.0,,7.0,,,1.0,,19.0,,18.0,,,,,,,,5.0,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,320200,3.0,16.0,1.0,8.0,3.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,320206,1.0,11.0,23.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,320210,3.0,26.0,5.0,11.0,3.0,,6.0,4.0,4.0,4.0,7.0,8.0,,2.0,5.0,31.0,2.0,1.0,,39.0,2.0,26.0,,,,,,12.0,2.0,13.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,320222,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,320240,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,320242,3.0,12.0,53.0,11.0,1.0,4.0,9.0,,2.0,1.0,5.0,4.0,246.0,,2.0,,,1.0,,2.0,1.0,,1.0,2.0,,,1.0,,,7.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1560,320250,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,320258,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,320260,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,320292,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,320294,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,320298,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,320312,7.0,18.0,10.0,12.0,3.0,2.0,7.0,2.0,3.0,4.0,8.0,5.0,3.0,1.0,15.0,14.0,1.0,1.0,1.0,10.0,1.0,11.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,8.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1567,320314,1.0,11.0,3.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,320316,5.0,11.0,1.0,4.0,1.0,,9.0,,2.0,,5.0,2.0,,,1.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,320318,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,320320,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,320322,1.0,11.0,4.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,320342,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,320346,4.0,14.0,221.0,17.0,8.0,26.0,8.0,1.0,5.0,5.0,7.0,33.0,412.0,,33.0,66.0,,1.0,10.0,74.0,3.0,16.0,5.0,1.0,,,,,7.0,53.0,,,,1.0,,,,1.0,,1.0,2.0,7.0,,,2.0,2.0,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,320358,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,320366,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,320370,1.0,11.0,6.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,320378,1.0,12.0,14.0,8.0,3.0,,4.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1578,320382,,12.0,1.0,16.0,8.0,8.0,8.0,1.0,7.0,2.0,13.0,19.0,93.0,,1.0,50.0,,1.0,2.0,36.0,2.0,5.0,,,,,,,,31.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,320390,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,320392,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,320394,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,320396,1.0,16.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,320400,1.0,16.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,320402,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,320408,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,320414,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,320416,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,320418,7.0,18.0,1498.0,15.0,11.0,23.0,10.0,2.0,3.0,3.0,5.0,45.0,412.0,,43.0,53.0,,1.0,9.0,57.0,3.0,13.0,3.0,1.0,,,,,12.0,62.0,,1.0,4.0,1.0,,,,1.0,,,2.0,5.0,,,,1.0,,,,,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1589,320432,,11.0,1.0,5.0,1.0,,1.0,,2.0,1.0,2.0,2.0,,,1.0,1.0,,1.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,320434,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,320446,1.0,14.0,1.0,6.0,1.0,,2.0,,2.0,1.0,2.0,2.0,,,1.0,2.0,,1.0,,7.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,320448,1.0,11.0,26.0,4.0,1.0,,1.0,,2.0,,1.0,4.0,,,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1593,320460,1.0,11.0,4.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,320472,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,320478,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,320480,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,320508,1.0,14.0,1.0,6.0,1.0,,2.0,,2.0,1.0,2.0,2.0,,,1.0,2.0,,1.0,,7.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,320516,1.0,13.0,1.0,8.0,7.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,12.0,,3.0,9.0,1.0,1.0,,14.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,320530,1.0,11.0,2.0,6.0,2.0,4.0,1.0,,2.0,1.0,6.0,2.0,6.0,1.0,1.0,12.0,,1.0,,6.0,1.0,18.0,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,320542,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,320546,1.0,11.0,3.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,320562,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
